R_Priority,Weights,Data weightage %,Severity of defects,Complexity,Time,Cost,Number of defects linked,Test_Case,Sprint,Execution Status
W,3,7,2,5,1,35,25,T-mis-2529, Sprint 2,P
W,3,7,2,1,4,28,5,T-mis-2530,Sprint 1,P
W,3,7,2,1,4,28,5,T-mis-2530, Sprint 2,F
W,3,7,2,1,4,28,5,T-mis-2531,Sprint 1,P
W,3,7,2,1,4,28,5,T-mis-2531, Sprint 2,F
W,3,7,2,1,4,28,5,T-mis-2532,Sprint 1,P
W,3,7,2,1,4,28,5,T-mis-2532, Sprint 2,F
W,3,7,2,1,4,28,5,T-mis-2533,Sprint 1,P
W,3,7,2,1,4,28,5,T-mis-2533, Sprint 2,F
W,3,7,1,1,4,28,5,T-mis-2534,Sprint 1,F
W,3,7,1,1,4,28,5,T-mis-2534, Sprint 2,F
W,3,7,1,1,4,28,5,T-mis-2535,Sprint 1,F
W,3,7,1,1,4,28,5,T-mis-2535, Sprint 2,F
W,3,7,1,1,4,28,5,T-mis-2536,Sprint 1,F
W,3,7,1,1,4,28,5,T-mis-2536, Sprint 2,F
C,3,8,1,1,2,14,5,T-mis-2537,Sprint 1,F
C,3,8,1,1,2,14,5,T-mis-2537, Sprint 2,F
C,3,8,1,1,2,14,5,T-mis-2538,Sprint 1,F
C,3,8,1,1,2,14,5,T-mis-2538, Sprint 2,F
C,3,8,2,5,1,35,25,T-mis-2539,Sprint 1,F
C,3,8,2,5,1,35,25,T-mis-2539, Sprint 2,P
W,3,7,2,5,4,140,25,T-mis-2540,Sprint 1,P
W,3,7,2,5,4,140,25,T-mis-2540, Sprint 2,F
W,3,7,2,5,4,140,25,T-mis-2541,Sprint 1,P
W,3,7,2,5,4,140,25,T-mis-2541, Sprint 2,F
W,3,7,2,3,2.5,52.5,15,T-mis-2542,Sprint 1,P
W,3,7,2,3,2.5,52.5,15,T-mis-2542, Sprint 2,F
W,3,7,2,3,2.5,52.5,15,T-mis-2543,Sprint 1,P
W,3,7,2,3,2.5,52.5,15,T-mis-2543, Sprint 2,F
W,3,7,2,1,2.5,17.5,5,T-mis-2544,Sprint 1,F
W,3,7,2,1,2.5,17.5,5,T-mis-2544, Sprint 2,P
W,3,7,2,1,2.5,17.5,5,T-mis-2545,Sprint 1,F
W,3,7,2,1,2.5,17.5,5,T-mis-2545, Sprint 2,P
W,3,7,2,1,2.5,17.5,5,T-mis-2546,Sprint 1,F
W,3,7,2,1,2.5,17.5,5,T-mis-2546, Sprint 2,P
W,3,7,2,5,2.5,87.5,25,T-mis-2547,Sprint 1,P
W,3,7,2,5,2.5,87.5,25,T-mis-2547, Sprint 2,F
W,3,7,2,5,2.5,87.5,25,T-mis-2548,Sprint 1,P
W,3,7,2,5,2.5,87.5,25,T-mis-2548, Sprint 2,F
W,3,7,2,5,2.5,87.5,25,T-mis-2549,Sprint 1,P
W,3,7,2,5,2.5,87.5,25,T-mis-2549, Sprint 2,F
W,3,7,2,3,1,21,15,T-mis-2550,Sprint 1,P
W,3,7,2,3,1,21,15,T-mis-2550, Sprint 2,F
W,3,7,2,3,5,105,15,T-mis-2551,Sprint 1,F
W,3,7,2,3,5,105,15,T-mis-2551, Sprint 2,P
W,3,7,2,3,5,105,15,T-mis-2552,Sprint 1,F
W,3,7,2,3,5,105,15,T-mis-2552, Sprint 2,P
W,3,7,1,1,1.5,10.5,5,T-mis-2553,Sprint 1,F
W,3,7,1,1,1.5,10.5,5,T-mis-2553, Sprint 2,F
C,3,8,2,3,2.5,52.5,15,T-mis-2554,Sprint 1,P
C,3,8,2,3,2.5,52.5,15,T-mis-2554, Sprint 2,F
C,3,8,2,3,2.5,52.5,15,T-mis-2555,Sprint 1,P
C,3,8,2,3,2.5,52.5,15,T-mis-2555, Sprint 2,F
C,3,8,2,5,2.5,87.5,25,T-mis-2556,Sprint 1,F
C,3,8,2,5,2.5,87.5,25,T-mis-2556, Sprint 2,P
C,3,8,2,5,2.5,87.5,25,T-mis-2557,Sprint 1,F
C,3,8,2,5,2.5,87.5,25,T-mis-2557, Sprint 2,P
C,3,8,2,5,2.5,87.5,25,T-mis-2558,Sprint 1,F
C,3,8,2,5,2.5,87.5,25,T-mis-2558, Sprint 2,P
C,3,8,2,5,2.5,87.5,25,T-mis-2559,Sprint 1,F
C,3,8,2,5,2.5,87.5,25,T-mis-2559, Sprint 2,P
C,3,8,2,3,4,84,15,T-mis-2560,Sprint 1,F
C,3,8,2,3,4,84,15,T-mis-2560, Sprint 2,P
C,3,8,2,3,4,84,15,T-mis-2561,Sprint 1,F
C,3,8,2,3,4,84,15,T-mis-2561, Sprint 2,P
C,3,8,2,3,4,84,15,T-mis-2562,Sprint 1,F
C,3,8,2,3,4,84,15,T-mis-2562, Sprint 2,P
C,3,8,2,5,4,140,25,T-mis-2563,Sprint 1,F
C,3,8,2,5,4,140,25,T-mis-2563, Sprint 2,P
C,3,8,2,5,4,140,25,T-mis-2564,Sprint 1,F
C,3,8,2,5,4,140,25,T-mis-2564, Sprint 2,P
C,3,8,2,5,4,140,25,T-mis-2565,Sprint 1,F
C,3,8,2,5,4,140,25,T-mis-2565, Sprint 2,P
C,3,8,2,3,4,84,15,T-mis-2566,Sprint 1,P
C,3,8,2,3,4,84,15,T-mis-2566, Sprint 2,F
C,3,8,2,3,4,84,15,T-mis-2567,Sprint 1,P
C,3,8,2,3,4,84,15,T-mis-2567, Sprint 2,F
C,3,8,1,5,4,140,25,T-mis-2568,Sprint 1,F
C,3,8,1,5,4,140,25,T-mis-2568, Sprint 2,F
C,3,8,1,5,4,140,25,T-mis-2569,Sprint 1,F
C,3,8,1,5,4,140,25,T-mis-2569, Sprint 2,F
C,3,8,1,5,4,140,25,T-mis-2570,Sprint 1,F
C,3,8,1,5,4,140,25,T-mis-2570, Sprint 2,F
C,3,8,1,5,4,140,25,T-mis-2571,Sprint 1,F
C,3,8,1,5,4,140,25,T-mis-2571, Sprint 2,F
C,3,8,1,3,4,84,15,T-mis-2572,Sprint 1,F
C,3,8,1,3,4,84,15,T-mis-2572, Sprint 2,F
C,3,8,1,3,4,84,15,T-mis-2573,Sprint 1,F
C,3,8,1,3,4,84,15,T-mis-2573, Sprint 2,F
C,3,8,1,3,4,84,15,T-mis-2574,Sprint 1,F
C,3,8,1,3,4,84,15,T-mis-2574, Sprint 2,F
C,3,8,1,5,2.5,87.5,25,T-mis-2575,Sprint 1,F
C,3,8,1,5,2.5,87.5,25,T-mis-2575, Sprint 2,F
C,3,8,1,5,2.5,87.5,25,T-mis-2576,Sprint 1,F
C,3,8,1,5,2.5,87.5,25,T-mis-2576, Sprint 2,F
C,3,8,1,5,2.5,87.5,25,T-mis-2577,Sprint 1,F
C,3,8,1,5,2.5,87.5,25,T-mis-2577, Sprint 2,F
C,3,8,2,3,5,105,15,T-mis-2578,Sprint 1,P
C,3,8,2,3,5,105,15,T-mis-2578, Sprint 2,F
C,3,8,2,3,5,105,15,T-mis-2579,Sprint 1,P
C,3,8,2,3,5,105,15,T-mis-2579, Sprint 2,F
C,3,8,2,3,5,105,15,T-mis-2580,Sprint 1,P
C,3,8,2,3,5,105,15,T-mis-2580, Sprint 2,F
C,3,8,2,3,5,105,15,T-mis-2581,Sprint 1,P
C,3,8,2,3,5,105,15,T-mis-2581, Sprint 2,F
C,3,8,2,3,4,84,15,T-mis-2582,Sprint 1,P
C,3,8,2,3,4,84,15,T-mis-2582, Sprint 2,F
C,3,8,2,3,4,84,15,T-mis-2583,Sprint 1,P
C,3,8,2,3,4,84,15,T-mis-2583, Sprint 2,F
C,3,8,2,3,4,84,15,T-mis-2584,Sprint 1,P
C,3,8,2,3,4,84,15,T-mis-2584, Sprint 2,F
C,3,8,2,3,4,84,15,T-mis-2585,Sprint 1,P
C,3,8,2,3,4,84,15,T-mis-2585, Sprint 2,F
W,3,7,2,5,2.5,87.5,25,T-mis-2586,Sprint 1,P
W,3,7,2,5,2.5,87.5,25,T-mis-2586, Sprint 2,F
W,3,7,2,5,2.5,87.5,25,T-mis-2587,Sprint 1,P
W,3,7,2,5,2.5,87.5,25,T-mis-2587, Sprint 2,F
W,3,7,2,5,2.5,87.5,25,T-mis-2588,Sprint 1,P
W,3,7,2,5,2.5,87.5,25,T-mis-2588, Sprint 2,F
W,3,7,2,1,2.5,17.5,5,T-mis-2589,Sprint 1,P
W,3,7,2,1,2.5,17.5,5,T-mis-2589, Sprint 2,F
W,3,7,2,1,2.5,17.5,5,T-mis-2590,Sprint 1,P
W,3,7,2,1,2.5,17.5,5,T-mis-2590, Sprint 2,F
W,3,7,2,1,2.5,17.5,5,T-mis-2591,Sprint 1,P
W,3,7,2,1,2.5,17.5,5,T-mis-2591, Sprint 2,F
C,3,8,2,3,4,84,15,T-mis-2592,Sprint 1,P
C,3,8,2,3,4,84,15,T-mis-2592, Sprint 2,F
C,3,8,2,3,4,84,15,T-mis-2593,Sprint 1,P
C,3,8,2,3,4,84,15,T-mis-2593, Sprint 2,F
C,3,8,2,3,4,84,15,T-mis-2594,Sprint 1,P
C,3,8,2,3,4,84,15,T-mis-2594, Sprint 2,F
C,3,8,2,3,4,84,15,T-mis-2595,Sprint 1,P
C,3,8,2,3,4,84,15,T-mis-2595, Sprint 2,F
C,3,8,1,3,1.5,31.5,15,T-mis-2596,Sprint 1,F
C,3,8,1,3,1.5,31.5,15,T-mis-2596, Sprint 2,F
C,3,8,2,1,1.5,10.5,5,T-mis-2597,Sprint 1,F
C,3,8,2,1,1.5,10.5,5,T-mis-2597, Sprint 2,P
C,3,8,1,1,2,14,5,T-mis-2598,Sprint 1,F
C,3,8,1,1,2,14,5,T-mis-2598, Sprint 2,F
C,3,8,1,1,2,14,5,T-mis-2599,Sprint 1,F
C,3,8,1,1,2,14,5,T-mis-2599, Sprint 2,F
C,3,8,1,1,1,7,5,T-mis-2600,Sprint 1,F
C,3,8,1,1,1,7,5,T-mis-2600, Sprint 2,F
C,3,8,2,5,5,175,25,T-mis-2601,Sprint 1,P
C,3,8,2,5,5,175,25,T-mis-2601, Sprint 2,F
C,3,8,2,5,5,175,25,T-mis-2602,Sprint 1,P
C,3,8,2,5,5,175,25,T-mis-2602, Sprint 2,F
W,3,7,2,1,2,14,5,T-mis-2603,Sprint 1,P
W,3,7,2,1,2,14,5,T-mis-2603, Sprint 2,F
W,3,7,2,1,2,14,5,T-mis-2604,Sprint 1,P
W,3,7,2,1,2,14,5,T-mis-2604, Sprint 2,F
W,3,7,2,1,4,28,5,T-mis-2605,Sprint 1,F
W,3,7,2,1,4,28,5,T-mis-2605, Sprint 2,P
W,3,7,2,1,4,28,5,T-mis-2606,Sprint 1,F
W,3,7,2,1,4,28,5,T-mis-2606, Sprint 2,P
W,3,7,2,3,4,84,15,T-mis-2607,Sprint 1,F
W,3,7,2,3,4,84,15,T-mis-2607, Sprint 2,P
W,3,7,2,3,4,84,15,T-mis-2608,Sprint 1,F
W,3,7,2,3,4,84,15,T-mis-2608, Sprint 2,P
W,3,7,2,3,4,84,15,T-mis-2609,Sprint 1,F
W,3,7,2,3,4,84,15,T-mis-2609, Sprint 2,P
W,3,7,2,3,4,84,15,T-mis-2610,Sprint 1,F
W,3,7,2,3,4,84,15,T-mis-2610, Sprint 2,P
W,3,7,2,3,5,105,15,T-mis-2611,Sprint 1,P
W,3,7,2,3,5,105,15,T-mis-2611, Sprint 2,F
W,3,7,2,3,5,105,15,T-mis-2612,Sprint 1,P
W,3,7,2,3,5,105,15,T-mis-2612, Sprint 2,F
W,3,7,2,3,5,105,15,T-mis-2613,Sprint 1,P
W,3,7,2,3,5,105,15,T-mis-2613, Sprint 2,F
C,3,8,2,5,5,175,25,T-mis-2614,Sprint 1,P
C,3,8,2,5,5,175,25,T-mis-2614, Sprint 2,F
C,3,8,2,5,5,175,25,T-mis-2615,Sprint 1,P
C,3,8,2,5,5,175,25,T-mis-2615, Sprint 2,F
C,3,8,2,5,5,175,25,T-mis-2616,Sprint 1,P
C,3,8,2,5,5,175,25,T-mis-2616, Sprint 2,F
C,3,8,2,5,5,175,25,T-mis-2617,Sprint 1,P
C,3,8,2,5,5,175,25,T-mis-2617, Sprint 2,F
C,3,8,2,3,1.5,31.5,15,T-mis-2618,Sprint 1,F
C,3,8,2,3,1.5,31.5,15,T-mis-2618, Sprint 2,P
W,3,7,2,3,1,21,15,T-mis-2619,Sprint 1,F
W,3,7,2,3,1,21,15,T-mis-2619, Sprint 2,P
W,3,7,1,1,1,7,5,T-mis-2620,Sprint 1,F
W,3,7,1,1,1,7,5,T-mis-2620, Sprint 2,F
W,3,7,2,5,4,140,25,T-mis-2621,Sprint 1,P
W,3,7,2,5,4,140,25,T-mis-2621, Sprint 2,F
W,3,7,2,5,4,140,25,T-mis-2622,Sprint 1,P
W,3,7,2,5,4,140,25,T-mis-2622, Sprint 2,F
W,3,7,2,5,4,140,25,T-mis-2623,Sprint 1,P
W,3,7,2,5,4,140,25,T-mis-2623, Sprint 2,F
W,3,7,2,5,4,140,25,T-mis-2624,Sprint 1,P
W,3,7,2,5,4,140,25,T-mis-2624, Sprint 2,F
W,3,7,1,5,2,70,25,T-mis-2625,Sprint 1,F
W,3,7,1,5,2,70,25,T-mis-2625, Sprint 2,F
W,3,7,1,5,2,70,25,T-mis-2626,Sprint 1,F
W,3,7,1,5,2,70,25,T-mis-2626, Sprint 2,F
C,3,8,2,3,4,84,15,T-mis-2627,Sprint 1,F
C,3,8,2,3,4,84,15,T-mis-2627, Sprint 2,P
C,3,8,2,3,4,84,15,T-mis-2628,Sprint 1,F
C,3,8,2,3,4,84,15,T-mis-2628, Sprint 2,P
C,3,8,2,1,1.5,10.5,5,T-mis-2629,Sprint 1,F
C,3,8,2,1,1.5,10.5,5,T-mis-2629, Sprint 2,P
C,3,8,2,3,3,63,15,T-mis-2630,Sprint 1,P
C,3,8,2,3,3,63,15,T-mis-2630, Sprint 2,F
C,3,8,2,3,3,63,15,T-mis-2631,Sprint 1,P
C,3,8,2,3,3,63,15,T-mis-2631, Sprint 2,F
C,3,8,2,3,3,63,15,T-mis-2632,Sprint 1,P
C,3,8,2,3,3,63,15,T-mis-2632, Sprint 2,F
C,3,8,2,3,2,42,15,T-mis-2633,Sprint 1,P
C,3,8,2,3,2,42,15,T-mis-2633, Sprint 2,F
C,3,8,2,3,2,42,15,T-mis-2634,Sprint 1,P
C,3,8,2,3,2,42,15,T-mis-2634, Sprint 2,F
C,3,8,2,3,2,42,15,T-mis-2635,Sprint 1,F
C,3,8,2,3,2,42,15,T-mis-2635, Sprint 2,P
C,3,8,2,3,2,42,15,T-mis-2636,Sprint 1,F
C,3,8,2,3,2,42,15,T-mis-2636, Sprint 2,P
W,3,7,2,5,1.5,52.5,25,T-mis-2637,Sprint 1,F
W,3,7,2,5,1.5,52.5,25,T-mis-2637, Sprint 2,P
W,3,7,2,3,4,84,15,T-mis-2638,Sprint 1,F
W,3,7,2,3,4,84,15,T-mis-2638, Sprint 2,P
W,3,7,2,3,4,84,15,T-mis-2639,Sprint 1,F
W,3,7,2,3,4,84,15,T-mis-2639, Sprint 2,P
W,3,7,2,3,4,84,15,T-mis-2640,Sprint 1,F
W,3,7,2,3,4,84,15,T-mis-2640, Sprint 2,P
W,3,7,2,3,4,84,15,T-mis-2641,Sprint 1,F
W,3,7,2,3,4,84,15,T-mis-2641, Sprint 2,P
W,3,7,2,3,1.5,31.5,15,T-mis-2642,Sprint 1,F
W,3,7,2,3,1.5,31.5,15,T-mis-2642, Sprint 2,P
W,3,7,2,1,1.5,10.5,5,T-mis-2643,Sprint 1,F
W,3,7,2,1,1.5,10.5,5,T-mis-2643, Sprint 2,P
W,3,7,2,5,1,35,25,T-mis-2644,Sprint 1,F
W,3,7,2,5,1,35,25,T-mis-2644, Sprint 2,P
C,3,8,2,3,2.5,52.5,15,T-mis-2645,Sprint 1,P
C,3,8,2,3,2.5,52.5,15,T-mis-2645, Sprint 2,F
C,3,8,2,3,2.5,52.5,15,T-mis-2646,Sprint 1,P
C,3,8,2,3,2.5,52.5,15,T-mis-2646, Sprint 2,F
C,3,8,2,3,2.5,52.5,15,T-mis-2647,Sprint 1,P
C,3,8,2,3,2.5,52.5,15,T-mis-2647, Sprint 2,F
W,3,7,2,3,1,21,15,T-mis-2648,Sprint 1,F
W,3,7,2,3,1,21,15,T-mis-2648, Sprint 2,P
C,3,8,2,3,2.5,52.5,15,T-mis-2649,Sprint 1,F
C,3,8,2,3,2.5,52.5,15,T-mis-2649, Sprint 2,P
C,3,8,2,3,2.5,52.5,15,T-mis-2650,Sprint 1,F
C,3,8,2,3,2.5,52.5,15,T-mis-2650, Sprint 2,P
C,3,8,2,3,2.5,52.5,15,T-mis-2651,Sprint 1,F
C,3,8,2,3,2.5,52.5,15,T-mis-2651, Sprint 2,P
W,3,7,2,3,1.5,31.5,15,T-mis-2652,Sprint 1,P
W,3,7,2,3,1.5,31.5,15,T-mis-2652, Sprint 2,F
W,3,7,2,3,2.5,52.5,15,T-mis-2653,Sprint 1,P
W,3,7,2,3,2.5,52.5,15,T-mis-2653, Sprint 2,F
W,3,7,2,3,2.5,52.5,15,T-mis-2654,Sprint 1,P
W,3,7,2,3,2.5,52.5,15,T-mis-2654, Sprint 2,F
W,3,7,2,3,2.5,52.5,15,T-mis-2655,Sprint 1,P
W,3,7,2,3,2.5,52.5,15,T-mis-2655, Sprint 2,F
C,3,8,2,5,5,175,25,T-mis-2656,Sprint 1,F
C,3,8,2,5,5,175,25,T-mis-2656, Sprint 2,P
C,3,8,2,5,5,175,25,T-mis-2657,Sprint 1,F
C,3,8,2,5,5,175,25,T-mis-2657, Sprint 2,P
C,3,8,2,1,5,35,5,T-mis-2658,Sprint 1,P
C,3,8,2,1,5,35,5,T-mis-2658, Sprint 2,F
C,3,8,2,1,5,35,5,T-mis-2659,Sprint 1,P
C,3,8,2,1,5,35,5,T-mis-2659, Sprint 2,F
C,3,8,2,5,1,35,25,T-mis-2660,Sprint 1,P
C,3,8,2,5,1,35,25,T-mis-2660, Sprint 2,F
C,3,8,2,3,4,84,15,T-mis-2661,Sprint 1,P
C,3,8,2,3,4,84,15,T-mis-2661, Sprint 2,F
W,3,7,2,3,4,84,15,T-mis-2662,Sprint 1,F
W,3,7,2,3,4,84,15,T-mis-2662, Sprint 2,P
W,3,7,2,3,4,84,15,T-mis-2663,Sprint 1,F
W,3,7,2,3,4,84,15,T-mis-2663, Sprint 2,P
W,3,7,2,3,4,84,15,T-mis-2664,Sprint 1,F
W,3,7,2,3,4,84,15,T-mis-2664, Sprint 2,P
W,3,7,2,3,4,84,15,T-mis-2665,Sprint 1,F
W,3,7,2,3,4,84,15,T-mis-2665, Sprint 2,P
W,3,7,2,5,2,70,25,T-mis-2666,Sprint 1,P
W,3,7,2,5,2,70,25,T-mis-2666, Sprint 2,F
W,3,7,2,5,2,70,25,T-mis-2667,Sprint 1,P
W,3,7,2,5,2,70,25,T-mis-2667, Sprint 2,F
W,3,7,2,5,1.5,52.5,25,T-mis-2668,Sprint 1,P
W,3,7,2,5,1.5,52.5,25,T-mis-2668, Sprint 2,F
W,3,7,2,5,1.5,52.5,25,T-mis-2669,Sprint 1,P
W,3,7,2,5,1.5,52.5,25,T-mis-2669, Sprint 2,F
W,3,7,1,5,4,140,25,T-mis-2670,Sprint 1,F
W,3,7,1,5,4,140,25,T-mis-2670, Sprint 2,F
W,3,7,1,5,4,140,25,T-mis-2671,Sprint 1,F
W,3,7,1,5,4,140,25,T-mis-2671, Sprint 2,F
C,3,8,1,5,4,140,25,T-mis-2672,Sprint 1,F
C,3,8,1,5,4,140,25,T-mis-2672, Sprint 2,F
C,3,8,1,5,4,140,25,T-mis-2673,Sprint 1,F
C,3,8,1,5,4,140,25,T-mis-2673, Sprint 2,F
C,3,8,1,5,4,140,25,T-mis-2674,Sprint 1,F
C,3,8,1,5,4,140,25,T-mis-2674, Sprint 2,F
C,3,8,2,1,2,14,5,T-mis-2675,Sprint 1,F
C,3,8,2,1,2,14,5,T-mis-2675, Sprint 2,P
C,3,8,1,1,2,14,5,T-mis-2676,Sprint 1,F
C,3,8,1,1,2,14,5,T-mis-2676, Sprint 2,F
W,3,7,2,5,5,175,25,T-mis-2677,Sprint 1,P
W,3,7,2,5,5,175,25,T-mis-2677, Sprint 2,F
W,3,7,2,5,5,175,25,T-mis-2678,Sprint 1,P
W,3,7,2,5,5,175,25,T-mis-2678, Sprint 2,F
W,3,7,2,5,5,175,25,T-mis-2679,Sprint 1,P
W,3,7,2,5,5,175,25,T-mis-2679, Sprint 2,F
W,3,7,2,5,4,140,25,T-mis-2680,Sprint 1,F
W,3,7,2,5,4,140,25,T-mis-2680, Sprint 2,P
W,3,7,2,5,4,140,25,T-mis-2681,Sprint 1,F
W,3,7,2,5,4,140,25,T-mis-2681, Sprint 2,P
W,3,7,2,5,4,140,25,T-mis-2682,Sprint 1,F
W,3,7,2,5,4,140,25,T-mis-2682, Sprint 2,P
W,3,7,2,5,4,140,25,T-mis-2683,Sprint 1,F
W,3,7,2,5,4,140,25,T-mis-2683, Sprint 2,P
W,3,7,1,5,4,140,25,T-mis-2684,Sprint 1,F
W,3,7,1,5,4,140,25,T-mis-2684, Sprint 2,F
W,3,7,1,5,4,140,25,T-mis-2685,Sprint 1,F
W,3,7,1,5,4,140,25,T-mis-2685, Sprint 2,F
W,3,7,1,5,4,140,25,T-mis-2686,Sprint 1,F
W,3,7,1,5,4,140,25,T-mis-2686, Sprint 2,F
C,3,8,2,3,5,105,15,T-mis-2687,Sprint 1,F
C,3,8,2,3,5,105,15,T-mis-2687, Sprint 2,P
C,3,8,2,3,5,105,15,T-mis-2688,Sprint 1,F
C,3,8,2,3,5,105,15,T-mis-2688, Sprint 2,P
C,3,8,2,3,5,105,15,T-mis-2689,Sprint 1,F
C,3,8,2,3,5,105,15,T-mis-2689, Sprint 2,P
C,3,8,2,1,2,14,5,T-mis-2690,Sprint 1,P
C,3,8,2,1,2,14,5,T-mis-2690, Sprint 2,F
C,3,8,2,5,2.5,87.5,25,T-mis-2691,Sprint 1,F
C,3,8,2,5,2.5,87.5,25,T-mis-2691, Sprint 2,P
C,3,8,2,5,2.5,87.5,25,T-mis-2692,Sprint 1,F
C,3,8,2,5,2.5,87.5,25,T-mis-2692, Sprint 2,P
C,3,8,2,5,2.5,87.5,25,T-mis-2693,Sprint 1,F
C,3,8,2,5,2.5,87.5,25,T-mis-2693, Sprint 2,P
C,3,8,2,5,2.5,87.5,25,T-mis-2694,Sprint 1,F
C,3,8,2,5,2.5,87.5,25,T-mis-2694, Sprint 2,P
C,3,8,2,3,2.5,52.5,15,T-mis-2695,Sprint 1,F
C,3,8,2,3,2.5,52.5,15,T-mis-2695, Sprint 2,P
C,3,8,2,3,2.5,52.5,15,T-mis-2696,Sprint 1,F
C,3,8,2,3,2.5,52.5,15,T-mis-2696, Sprint 2,P
C,3,8,2,3,2.5,52.5,15,T-mis-2697,Sprint 1,F
C,3,8,2,3,2.5,52.5,15,T-mis-2697, Sprint 2,P
C,3,8,2,3,2.5,52.5,15,T-mis-2698,Sprint 1,F
C,3,8,2,3,2.5,52.5,15,T-mis-2698, Sprint 2,P
C,3,8,2,3,2.5,52.5,15,T-mis-2699,Sprint 1,P
C,3,8,2,3,2.5,52.5,15,T-mis-2699, Sprint 2,F
C,3,8,2,3,2.5,52.5,15,T-mis-2700,Sprint 1,P
C,3,8,2,3,2.5,52.5,15,T-mis-2700, Sprint 2,F
C,3,8,1,5,1,35,25,T-mis-2701,Sprint 1,F
C,3,8,1,5,1,35,25,T-mis-2701, Sprint 2,F
C,3,8,2,5,4,140,25,T-mis-2702,Sprint 1,F
C,3,8,2,5,4,140,25,T-mis-2702, Sprint 2,P
C,3,8,2,5,4,140,25,T-mis-2703,Sprint 1,F
C,3,8,2,5,4,140,25,T-mis-2703, Sprint 2,P
C,3,8,2,5,4,140,25,T-mis-2704,Sprint 1,F
C,3,8,2,5,4,140,25,T-mis-2704, Sprint 2,P
W,3,7,1,1,5,35,5,T-mis-2705,Sprint 1,F
W,3,7,1,1,5,35,5,T-mis-2705, Sprint 2,F
W,3,7,1,1,5,35,5,T-mis-2706,Sprint 1,F
W,3,7,1,1,5,35,5,T-mis-2706, Sprint 2,F
W,3,7,1,1,5,35,5,T-mis-2707,Sprint 1,F
W,3,7,1,1,5,35,5,T-mis-2707, Sprint 2,F
W,3,7,1,1,5,35,5,T-mis-2708,Sprint 1,F
W,3,7,1,1,5,35,5,T-mis-2708, Sprint 2,F
W,3,7,2,5,2.5,87.5,25,T-mis-2709,Sprint 1,P
W,3,7,2,5,2.5,87.5,25,T-mis-2709, Sprint 2,F
W,3,7,2,5,2.5,87.5,25,T-mis-2710,Sprint 1,P
W,3,7,2,5,2.5,87.5,25,T-mis-2710, Sprint 2,F
W,3,7,2,5,2.5,87.5,25,T-mis-2711,Sprint 1,P
W,3,7,2,5,2.5,87.5,25,T-mis-2711, Sprint 2,F
W,3,7,2,5,4,140,25,T-mis-2712,Sprint 1,P
W,3,7,2,5,4,140,25,T-mis-2712, Sprint 2,F
W,3,7,2,5,4,140,25,T-mis-2713,Sprint 1,P
W,3,7,2,5,4,140,25,T-mis-2713, Sprint 2,F
C,3,8,2,3,5,105,15,T-mis-2714,Sprint 1,F
C,3,8,2,3,5,105,15,T-mis-2714, Sprint 2,P
C,3,8,2,3,5,105,15,T-mis-2715,Sprint 1,F
C,3,8,2,3,5,105,15,T-mis-2715, Sprint 2,P
C,3,8,2,3,5,105,15,T-mis-2716,Sprint 1,F
C,3,8,2,3,5,105,15,T-mis-2716, Sprint 2,P
C,3,8,1,1,2,14,5,T-mis-2717,Sprint 1,F
C,3,8,1,1,2,14,5,T-mis-2717, Sprint 2,F
C,3,8,1,1,2,14,5,T-mis-2718,Sprint 1,F
C,3,8,1,1,2,14,5,T-mis-2718, Sprint 2,F
W,3,7,2,5,2,70,25,T-mis-2719,Sprint 1,P
W,3,7,2,5,2,70,25,T-mis-2719, Sprint 2,F
W,3,7,2,5,2,70,25,T-mis-2720,Sprint 1,P
W,3,7,2,5,2,70,25,T-mis-2720, Sprint 2,F
W,3,7,2,3,2.5,52.5,15,T-mis-2721,Sprint 1,P
W,3,7,2,3,2.5,52.5,15,T-mis-2721, Sprint 2,F
W,3,7,2,5,5,175,25,T-mis-2722,Sprint 1,P
W,3,7,2,5,5,175,25,T-mis-2722, Sprint 2,F
W,3,7,2,5,5,175,25,T-mis-2723,Sprint 1,P
W,3,7,2,5,5,175,25,T-mis-2723, Sprint 2,F
W,3,7,2,1,2,14,5,T-mis-2724,Sprint 1,P
W,3,7,2,1,2,14,5,T-mis-2724, Sprint 2,F
W,3,7,2,1,2,14,5,T-mis-2725,Sprint 1,P
W,3,7,2,1,2,14,5,T-mis-2725, Sprint 2,F
W,3,7,1,5,2.5,87.5,25,T-mis-2726,Sprint 1,F
W,3,7,1,5,2.5,87.5,25,T-mis-2726, Sprint 2,F
W,3,7,1,5,2.5,87.5,25,T-mis-2727,Sprint 1,F
W,3,7,1,5,2.5,87.5,25,T-mis-2727, Sprint 2,F
W,3,7,1,5,2.5,87.5,25,T-mis-2728,Sprint 1,F
W,3,7,1,5,2.5,87.5,25,T-mis-2728, Sprint 2,F
W,3,7,2,3,3,63,15,T-mis-2729,Sprint 1,P
W,3,7,2,3,3,63,15,T-mis-2729, Sprint 2,F
W,3,7,2,3,3,63,15,T-mis-2730,Sprint 1,P
W,3,7,2,3,3,63,15,T-mis-2730, Sprint 2,F
W,3,7,2,3,3,63,15,T-mis-2731,Sprint 1,P
W,3,7,2,3,3,63,15,T-mis-2731, Sprint 2,F
W,3,7,2,5,4,140,25,T-mis-2732,Sprint 1,P
W,3,7,2,5,4,140,25,T-mis-2732, Sprint 2,F
